classe;pais;ano;kg;valor
Vinhos de Mesa;Grecia;1979-01-01;0;0
Vinhos de Mesa;Grecia;1980-01-01;0;0
Vinhos de Mesa;Grecia;1981-01-01;0;0
Vinhos de Mesa;Grecia;1982-01-01;0;0
Vinhos de Mesa;Grecia;1983-01-01;0;0
Vinhos de Mesa;Grecia;1984-01-01;0;0
Vinhos de Mesa;Grecia;1985-01-01;0;0
Vinhos de Mesa;Grecia;1986-01-01;0;0
Vinhos de Mesa;Grecia;1987-01-01;0;0
Vinhos de Mesa;Grecia;1988-01-01;0;0
Vinhos de Mesa;Grecia;1989-01-01;0;0
Vinhos de Mesa;Grecia;1990-01-01;0;0
Vinhos de Mesa;Grecia;1991-01-01;0;0
Vinhos de Mesa;Grecia;1992-01-01;0;0
Vinhos de Mesa;Grecia;1993-01-01;0;0
Vinhos de Mesa;Grecia;1994-01-01;0;0
Vinhos de Mesa;Grecia;1995-01-01;0;0
Vinhos de Mesa;Grecia;1996-01-01;0;0
Vinhos de Mesa;Grecia;1997-01-01;0;0
Vinhos de Mesa;Grecia;1998-01-01;0;0
Vinhos de Mesa;Grecia;1999-01-01;0;0
Vinhos de Mesa;Grecia;2000-01-01;0;0
Vinhos de Mesa;Grecia;2001-01-01;0;0
Vinhos de Mesa;Grecia;2002-01-01;0;0
Vinhos de Mesa;Grecia;2003-01-01;0;0
Vinhos de Mesa;Grecia;2004-01-01;0;0
Vinhos de Mesa;Grecia;2005-01-01;0;0
Vinhos de Mesa;Grecia;2006-01-01;670;1450
Vinhos de Mesa;Grecia;2007-01-01;18110;137867
Vinhos de Mesa;Grecia;2008-01-01;11034;78819
Vinhos de Mesa;Grecia;2009-01-01;52474;190076
Vinhos de Mesa;Grecia;2010-01-01;42449;196361
Vinhos de Mesa;Grecia;2011-01-01;82207;414329
Vinhos de Mesa;Grecia;2012-01-01;68966;323206
Vinhos de Mesa;Grecia;2013-01-01;13241;71175
Vinhos de Mesa;Grecia;2014-01-01;24244;107195
Vinhos de Mesa;Grecia;2015-01-01;55680;190185
Vinhos de Mesa;Grecia;2016-01-01;6568;18637
Vinhos de Mesa;Grecia;2017-01-01;40775;139486
Vinhos de Mesa;Grecia;2018-01-01;41601;135185
Vinhos de Mesa;Grecia;2019-01-01;21251;70881
Vinhos de Mesa;Hong Kong;1971-01-01;0;0
Vinhos de Mesa;Hong Kong;1972-01-01;0;0
Vinhos de Mesa;Hong Kong;1973-01-01;0;0
Vinhos de Mesa;Hong Kong;1974-01-01;0;0
Vinhos de Mesa;Hong Kong;1975-01-01;0;0
Vinhos de Mesa;Hong Kong;1976-01-01;0;0
Vinhos de Mesa;Hong Kong;1977-01-01;0;0
Vinhos de Mesa;Hong Kong;1978-01-01;0;0
Vinhos de Mesa;Hong Kong;1979-01-01;0;0
Vinhos de Mesa;Hong Kong;1980-01-01;0;0
Vinhos de Mesa;Hong Kong;1981-01-01;0;0
Vinhos de Mesa;Hong Kong;1982-01-01;0;0
Vinhos de Mesa;Hong Kong;1983-01-01;0;0
Vinhos de Mesa;Hong Kong;1984-01-01;0;0
Vinhos de Mesa;Hong Kong;1985-01-01;0;0
Vinhos de Mesa;Hong Kong;1986-01-01;0;0
Vinhos de Mesa;Hong Kong;1987-01-01;0;0
Vinhos de Mesa;Hong Kong;1988-01-01;0;0
Vinhos de Mesa;Hong Kong;1989-01-01;0;0
Vinhos de Mesa;Hong Kong;1990-01-01;0;0
Vinhos de Mesa;Hong Kong;1991-01-01;0;0
Vinhos de Mesa;Hong Kong;1992-01-01;0;0
Vinhos de Mesa;Hong Kong;1993-01-01;0;0
Vinhos de Mesa;Hong Kong;1994-01-01;0;0
Vinhos de Mesa;Hong Kong;1995-01-01;0;0
Vinhos de Mesa;Hong Kong;1996-01-01;0;0
Vinhos de Mesa;Hong Kong;1997-01-01;0;0
Vinhos de Mesa;Hong Kong;1998-01-01;0;0
Vinhos de Mesa;Hong Kong;1999-01-01;0;0
Vinhos de Mesa;Hong Kong;2000-01-01;0;0
Vinhos de Mesa;Hong Kong;2001-01-01;0;0
Vinhos de Mesa;Hong Kong;2002-01-01;0;0
Vinhos de Mesa;Hong Kong;2003-01-01;0;0
Vinhos de Mesa;Hong Kong;2004-01-01;0;0
Vinhos de Mesa;Hong Kong;2005-01-01;0;0
Vinhos de Mesa;Hong Kong;2006-01-01;0;0
Vinhos de Mesa;Hong Kong;2007-01-01;0;0
Vinhos de Mesa;Hong Kong;2008-01-01;0;0
Vinhos de Mesa;Hong Kong;2009-01-01;0;0
Vinhos de Mesa;Hong Kong;2010-01-01;0;0
Vinhos de Mesa;Hong Kong;2011-01-01;0;0
Vinhos de Mesa;Hong Kong;2012-01-01;0;0
Vinhos de Mesa;Hong Kong;2013-01-01;0;0
Vinhos de Mesa;Hong Kong;2014-01-01;0;0
Vinhos de Mesa;Hong Kong;2015-01-01;0;0
Vinhos de Mesa;Hong Kong;2016-01-01;0;0
Vinhos de Mesa;Hong Kong;2017-01-01;0;0
Vinhos de Mesa;Hong Kong;2018-01-01;0;0
Vinhos de Mesa;Hong Kong;2019-01-01;0;0
Vinhos de Mesa;Hungria;1971-01-01;0;0
Vinhos de Mesa;Hungria;1972-01-01;0;0
Vinhos de Mesa;Hungria;1973-01-01;0;0
Vinhos de Mesa;Hungria;1974-01-01;0;0
Vinhos de Mesa;Hungria;1975-01-01;0;0
Vinhos de Mesa;Hungria;1976-01-01;0;0
Vinhos de Mesa;Hungria;1977-01-01;0;0
Vinhos de Mesa;Hungria;1978-01-01;0;0
Vinhos de Mesa;Hungria;1979-01-01;0;0
Vinhos de Mesa;Hungria;1980-01-01;0;0
Vinhos de Mesa;Hungria;1981-01-01;0;0
Vinhos de Mesa;Hungria;1982-01-01;0;0
Vinhos de Mesa;Hungria;1983-01-01;0;0
Vinhos de Mesa;Hungria;1984-01-01;0;0
Vinhos de Mesa;Hungria;1985-01-01;0;0
Vinhos de Mesa;Hungria;1986-01-01;0;0
Vinhos de Mesa;Hungria;1987-01-01;0;0
Vinhos de Mesa;Hungria;1988-01-01;0;0
Vinhos de Mesa;Hungria;1989-01-01;0;0
Vinhos de Mesa;Hungria;1990-01-01;0;0
Vinhos de Mesa;Hungria;1991-01-01;0;0
Vinhos de Mesa;Hungria;1992-01-01;0;0
Vinhos de Mesa;Hungria;1993-01-01;0;0
Vinhos de Mesa;Hungria;1994-01-01;0;0
Vinhos de Mesa;Hungria;1995-01-01;0;0
Vinhos de Mesa;Hungria;1996-01-01;0;0
Vinhos de Mesa;Hungria;1997-01-01;0;0
Vinhos de Mesa;Hungria;1998-01-01;0;0
Vinhos de Mesa;Hungria;1999-01-01;0;0
Vinhos de Mesa;Hungria;2000-01-01;0;0
Vinhos de Mesa;Hungria;2001-01-01;0;0
Vinhos de Mesa;Hungria;2002-01-01;0;0
Vinhos de Mesa;Hungria;2003-01-01;13391;39649
Vinhos de Mesa;Hungria;2004-01-01;10967;26900
Vinhos de Mesa;Hungria;2005-01-01;10858;53615
Vinhos de Mesa;Hungria;2006-01-01;10530;54542
Vinhos de Mesa;Hungria;2007-01-01;14600;82552
Vinhos de Mesa;Hungria;2008-01-01;15981;90021
Vinhos de Mesa;Hungria;2009-01-01;12632;87626
Vinhos de Mesa;Hungria;2010-01-01;15193;160961
Vinhos de Mesa;Hungria;2011-01-01;15073;256240
Vinhos de Mesa;Hungria;2012-01-01;10404;168862
Vinhos de Mesa;Hungria;2013-01-01;10911;140198
Vinhos de Mesa;Hungria;2014-01-01;18733;114610
Vinhos de Mesa;Hungria;2015-01-01;5117;74688
Vinhos de Mesa;Hungria;2016-01-01;8315;58756
Vinhos de Mesa;Hungria;2017-01-01;23813;168353
Vinhos de Mesa;Hungria;2018-01-01;23742;113405
Vinhos de Mesa;Hungria;2019-01-01;34591;146500
Vinhos de Mesa;Indonesia;1971-01-01;0;0
Vinhos de Mesa;Indonesia;1972-01-01;0;0
Vinhos de Mesa;Indonesia;1973-01-01;0;0
Vinhos de Mesa;Indonesia;1974-01-01;0;0
Vinhos de Mesa;Indonesia;1975-01-01;0;0
Vinhos de Mesa;Indonesia;1976-01-01;0;0
Vinhos de Mesa;Indonesia;1977-01-01;0;0
Vinhos de Mesa;Indonesia;1978-01-01;0;0
Vinhos de Mesa;Indonesia;1979-01-01;0;0
Vinhos de Mesa;Indonesia;1980-01-01;0;0
Vinhos de Mesa;Indonesia;1981-01-01;0;0
Vinhos de Mesa;Indonesia;1982-01-01;0;0
Vinhos de Mesa;Indonesia;1983-01-01;0;0
Vinhos de Mesa;Indonesia;1984-01-01;0;0
Vinhos de Mesa;Indonesia;1985-01-01;0;0
Vinhos de Mesa;Indonesia;1986-01-01;0;0
Vinhos de Mesa;Indonesia;1987-01-01;0;0
Vinhos de Mesa;Indonesia;1988-01-01;0;0
Vinhos de Mesa;Indonesia;1989-01-01;0;0
Vinhos de Mesa;Indonesia;1990-01-01;0;0
Vinhos de Mesa;Indonesia;1991-01-01;0;0
Vinhos de Mesa;Indonesia;1992-01-01;0;0
Vinhos de Mesa;Indonesia;1993-01-01;0;0
Vinhos de Mesa;Indonesia;1994-01-01;0;0
Vinhos de Mesa;Indonesia;1995-01-01;0;0
Vinhos de Mesa;Indonesia;1996-01-01;0;0
Vinhos de Mesa;Indonesia;1997-01-01;0;0
Vinhos de Mesa;Indonesia;1998-01-01;0;0
Vinhos de Mesa;Indonesia;1999-01-01;0;0
Vinhos de Mesa;Indonesia;2000-01-01;0;0
Vinhos de Mesa;Indonesia;2001-01-01;0;0
Vinhos de Mesa;Indonesia;2002-01-01;0;0
Vinhos de Mesa;Indonesia;2003-01-01;0;0
Vinhos de Mesa;Indonesia;2004-01-01;0;0
Vinhos de Mesa;Indonesia;2005-01-01;0;0
Vinhos de Mesa;Indonesia;2006-01-01;0;0
Vinhos de Mesa;Indonesia;2007-01-01;0;0
Vinhos de Mesa;Indonesia;2008-01-01;0;0
Vinhos de Mesa;Indonesia;2009-01-01;0;0
Vinhos de Mesa;Indonesia;2010-01-01;0;0
Vinhos de Mesa;Indonesia;2011-01-01;0;0
Vinhos de Mesa;Indonesia;2012-01-01;0;0
Vinhos de Mesa;Indonesia;2013-01-01;0;0
Vinhos de Mesa;Indonesia;2014-01-01;0;0
Vinhos de Mesa;Indonesia;2015-01-01;0;0
Vinhos de Mesa;Indonesia;2016-01-01;0;43
Vinhos de Mesa;Indonesia;2017-01-01;0;0
Vinhos de Mesa;Indonesia;2018-01-01;36;210
Vinhos de Mesa;Indonesia;2019-01-01;258;1464
Vinhos de Mesa;Irlanda;1971-01-01;0;0
Vinhos de Mesa;Irlanda;1972-01-01;0;0
Vinhos de Mesa;Irlanda;1973-01-01;0;0
Vinhos de Mesa;Irlanda;1974-01-01;0;0
Vinhos de Mesa;Irlanda;1975-01-01;0;0
Vinhos de Mesa;Irlanda;1976-01-01;0;0
Vinhos de Mesa;Irlanda;1977-01-01;0;0
Vinhos de Mesa;Irlanda;1978-01-01;0;0
Vinhos de Mesa;Irlanda;1979-01-01;0;0
Vinhos de Mesa;Irlanda;1980-01-01;0;0
Vinhos de Mesa;Irlanda;1981-01-01;0;0
Vinhos de Mesa;Irlanda;1982-01-01;0;0
Vinhos de Mesa;Irlanda;1983-01-01;0;0
Vinhos de Mesa;Irlanda;1984-01-01;0;0
Vinhos de Mesa;Irlanda;1985-01-01;0;0
Vinhos de Mesa;Irlanda;1986-01-01;0;0
Vinhos de Mesa;Irlanda;1987-01-01;0;0
Vinhos de Mesa;Irlanda;1988-01-01;0;0
Vinhos de Mesa;Irlanda;1989-01-01;0;0
Vinhos de Mesa;Irlanda;1990-01-01;0;0
Vinhos de Mesa;Irlanda;1991-01-01;0;0
Vinhos de Mesa;Irlanda;1992-01-01;0;0
Vinhos de Mesa;Irlanda;1993-01-01;0;0
Vinhos de Mesa;Irlanda;1994-01-01;0;0
Vinhos de Mesa;Irlanda;1995-01-01;0;0
Vinhos de Mesa;Irlanda;1996-01-01;0;0
Vinhos de Mesa;Irlanda;1997-01-01;0;0
Vinhos de Mesa;Irlanda;1998-01-01;0;0
Vinhos de Mesa;Irlanda;1999-01-01;0;0
Vinhos de Mesa;Irlanda;2000-01-01;0;0
Vinhos de Mesa;Irlanda;2001-01-01;0;0
Vinhos de Mesa;Irlanda;2002-01-01;0;0
Vinhos de Mesa;Irlanda;2003-01-01;0;0
Vinhos de Mesa;Irlanda;2004-01-01;0;0
Vinhos de Mesa;Irlanda;2005-01-01;0;0
Vinhos de Mesa;Irlanda;2006-01-01;0;0
Vinhos de Mesa;Irlanda;2007-01-01;0;0
Vinhos de Mesa;Irlanda;2008-01-01;0;0
Vinhos de Mesa;Irlanda;2009-01-01;0;0
Vinhos de Mesa;Irlanda;2010-01-01;0;0
Vinhos de Mesa;Irlanda;2011-01-01;0;0
Vinhos de Mesa;Irlanda;2012-01-01;0;0
Vinhos de Mesa;Irlanda;2013-01-01;0;0
Vinhos de Mesa;Irlanda;2014-01-01;0;0
Vinhos de Mesa;Irlanda;2015-01-01;0;0
Vinhos de Mesa;Irlanda;2016-01-01;0;43
Vinhos de Mesa;Irlanda;2017-01-01;0;0
Vinhos de Mesa;Irlanda;2018-01-01;107;954
Vinhos de Mesa;Irlanda;2019-01-01;179;1705
Vinhos de Mesa;Israel;1971-01-01;0;0
Vinhos de Mesa;Israel;1972-01-01;0;0
Vinhos de Mesa;Israel;1973-01-01;0;0
Vinhos de Mesa;Israel;1974-01-01;0;0
Vinhos de Mesa;Israel;1975-01-01;0;0
Vinhos de Mesa;Israel;1976-01-01;0;0
Vinhos de Mesa;Israel;1977-01-01;0;0
Vinhos de Mesa;Israel;1978-01-01;0;0
Vinhos de Mesa;Israel;1979-01-01;0;0
Vinhos de Mesa;Israel;1980-01-01;0;0
Vinhos de Mesa;Israel;1981-01-01;0;0
Vinhos de Mesa;Israel;1982-01-01;0;0
Vinhos de Mesa;Israel;1983-01-01;0;0
Vinhos de Mesa;Israel;1984-01-01;0;0
Vinhos de Mesa;Israel;1985-01-01;0;0
Vinhos de Mesa;Israel;1986-01-01;0;0
Vinhos de Mesa;Israel;1987-01-01;0;0
Vinhos de Mesa;Israel;1988-01-01;0;0
Vinhos de Mesa;Israel;1989-01-01;0;0
Vinhos de Mesa;Israel;1990-01-01;0;0
Vinhos de Mesa;Israel;1991-01-01;0;0
Vinhos de Mesa;Israel;1992-01-01;0;0
Vinhos de Mesa;Israel;1993-01-01;0;0
Vinhos de Mesa;Israel;1994-01-01;0;0
Vinhos de Mesa;Israel;1995-01-01;0;0
Vinhos de Mesa;Israel;1996-01-01;0;0
Vinhos de Mesa;Israel;1997-01-01;0;0
Vinhos de Mesa;Israel;1998-01-01;0;0
Vinhos de Mesa;Israel;1999-01-01;0;0
Vinhos de Mesa;Israel;2000-01-01;0;0
Vinhos de Mesa;Israel;2001-01-01;0;0
Vinhos de Mesa;Israel;2002-01-01;0;0
Vinhos de Mesa;Israel;2003-01-01;0;0
Vinhos de Mesa;Israel;2004-01-01;0;0
Vinhos de Mesa;Israel;2005-01-01;0;0
Vinhos de Mesa;Israel;2006-01-01;0;0
Vinhos de Mesa;Israel;2007-01-01;13250;27398
Vinhos de Mesa;Israel;2008-01-01;8694;41161
Vinhos de Mesa;Israel;2009-01-01;8924;36534
Vinhos de Mesa;Israel;2010-01-01;15782;93252
Vinhos de Mesa;Israel;2011-01-01;16382;68676
Vinhos de Mesa;Israel;2012-01-01;8439;47579
Vinhos de Mesa;Israel;2013-01-01;24622;97645
Vinhos de Mesa;Israel;2014-01-01;7734;40372
Vinhos de Mesa;Israel;2015-01-01;19028;55248
Vinhos de Mesa;Israel;2016-01-01;12548;44277
Vinhos de Mesa;Israel;2017-01-01;37302;120463
Vinhos de Mesa;Israel;2018-01-01;40354;182017
Vinhos de Mesa;Israel;2019-01-01;52237;182602
Vinhos de Mesa;Italia;1971-01-01;108409;56377
Vinhos de Mesa;Italia;1972-01-01;142196;96943
Vinhos de Mesa;Italia;1973-01-01;258754;186334
Vinhos de Mesa;Italia;1974-01-01;305763;278089
Vinhos de Mesa;Italia;1975-01-01;250541;244731
Vinhos de Mesa;Italia;1976-01-01;304377;276633
Vinhos de Mesa;Italia;1977-01-01;348461;349392
Vinhos de Mesa;Italia;1978-01-01;250535;268114
Vinhos de Mesa;Italia;1979-01-01;407274;562726
Vinhos de Mesa;Italia;1980-01-01;217226;283635
Vinhos de Mesa;Italia;1981-01-01;178772;222760
Vinhos de Mesa;Italia;1982-01-01;284440;322430
Vinhos de Mesa;Italia;1983-01-01;266333;308260
Vinhos de Mesa;Italia;1984-01-01;132321;141201
Vinhos de Mesa;Italia;1985-01-01;327976;385365
Vinhos de Mesa;Italia;1986-01-01;430029;601494
Vinhos de Mesa;Italia;1987-01-01;306950;467597
Vinhos de Mesa;Italia;1988-01-01;410419;703116
Vinhos de Mesa;Italia;1989-01-01;750290;1341632
Vinhos de Mesa;Italia;1990-01-01;497616;1284638
Vinhos de Mesa;Italia;1991-01-01;566035;1331248
Vinhos de Mesa;Italia;1992-01-01;540439;1307032
Vinhos de Mesa;Italia;1993-01-01;1333424;2404136
Vinhos de Mesa;Italia;1994-01-01;2745848;5058009
Vinhos de Mesa;Italia;1995-01-01;3859353;7542440
Vinhos de Mesa;Italia;1996-01-01;3771901;8178592
Vinhos de Mesa;Italia;1997-01-01;5203832;11182645
Vinhos de Mesa;Italia;1998-01-01;5481659;12837955
Vinhos de Mesa;Italia;1999-01-01;6187860;14604418
Vinhos de Mesa;Italia;2000-01-01;8261193;16364713
Vinhos de Mesa;Italia;2001-01-01;8113437;15592191
Vinhos de Mesa;Italia;2002-01-01;5878763;11408242
Vinhos de Mesa;Italia;2003-01-01;5237027;10545425
Vinhos de Mesa;Italia;2004-01-01;6190395;12223247
Vinhos de Mesa;Italia;2005-01-01;6010760;11300501
Vinhos de Mesa;Italia;2006-01-01;7983641;17018760
Vinhos de Mesa;Italia;2007-01-01;9177932;22023175
Vinhos de Mesa;Italia;2008-01-01;9723292;24378627
Vinhos de Mesa;Italia;2009-01-01;8387908;23079424
Vinhos de Mesa;Italia;2010-01-01;11911190;28683242
Vinhos de Mesa;Italia;2011-01-01;12025827;35481781
Vinhos de Mesa;Italia;2012-01-01;10506144;30750897
Vinhos de Mesa;Italia;2013-01-01;8308831;30799292
Vinhos de Mesa;Italia;2014-01-01;8566756;31697736
Vinhos de Mesa;Italia;2015-01-01;8261383;25846195
Vinhos de Mesa;Italia;2016-01-01;7936409;22216811
Vinhos de Mesa;Italia;2017-01-01;11538990;33707111
Vinhos de Mesa;Italia;2018-01-01;10154564;34857594
Vinhos de Mesa;Italia;2019-01-01;10323254;33355982
Vinhos de Mesa;Japao;1971-01-01;0;0
Vinhos de Mesa;Japao;1972-01-01;0;0
Vinhos de Mesa;Japao;1973-01-01;0;0
Vinhos de Mesa;Japao;1974-01-01;0;0
Vinhos de Mesa;Japao;1975-01-01;0;0
Vinhos de Mesa;Japao;1976-01-01;0;0
Vinhos de Mesa;Japao;1977-01-01;0;0
Vinhos de Mesa;Japao;1978-01-01;0;0
Vinhos de Mesa;Japao;1979-01-01;0;0
Vinhos de Mesa;Japao;1980-01-01;0;0
Vinhos de Mesa;Japao;1981-01-01;0;0
Vinhos de Mesa;Japao;1982-01-01;0;0
Vinhos de Mesa;Japao;1983-01-01;0;0
Vinhos de Mesa;Japao;1984-01-01;0;0
Vinhos de Mesa;Japao;1985-01-01;0;0
Vinhos de Mesa;Japao;1986-01-01;0;0
Vinhos de Mesa;Japao;1987-01-01;0;0
Vinhos de Mesa;Japao;1988-01-01;0;0
Vinhos de Mesa;Japao;1989-01-01;0;0
Vinhos de Mesa;Japao;1990-01-01;0;0
Vinhos de Mesa;Japao;1991-01-01;0;0
Vinhos de Mesa;Japao;1992-01-01;0;0
Vinhos de Mesa;Japao;1993-01-01;0;0
Vinhos de Mesa;Japao;1994-01-01;0;0
Vinhos de Mesa;Japao;1995-01-01;0;0
Vinhos de Mesa;Japao;1996-01-01;0;0
Vinhos de Mesa;Japao;1997-01-01;0;0
Vinhos de Mesa;Japao;1998-01-01;0;0
Vinhos de Mesa;Japao;1999-01-01;0;0
Vinhos de Mesa;Japao;2000-01-01;0;0
Vinhos de Mesa;Japao;2001-01-01;0;0
Vinhos de Mesa;Japao;2002-01-01;0;0
Vinhos de Mesa;Japao;2003-01-01;0;0
Vinhos de Mesa;Japao;2004-01-01;0;0
Vinhos de Mesa;Japao;2005-01-01;0;0
Vinhos de Mesa;Japao;2006-01-01;0;0
Vinhos de Mesa;Japao;2007-01-01;0;0
Vinhos de Mesa;Japao;2008-01-01;0;0
Vinhos de Mesa;Japao;2009-01-01;0;0
Vinhos de Mesa;Japao;2010-01-01;0;0
Vinhos de Mesa;Japao;2011-01-01;0;0
Vinhos de Mesa;Japao;2012-01-01;0;0
Vinhos de Mesa;Japao;2013-01-01;0;0
Vinhos de Mesa;Japao;2014-01-01;0;0
Vinhos de Mesa;Japao;2015-01-01;0;0
Vinhos de Mesa;Japao;2016-01-01;0;0
Vinhos de Mesa;Japao;2017-01-01;0;0
Vinhos de Mesa;Japao;2018-01-01;0;0
Vinhos de Mesa;Japao;2019-01-01;153;1429
Vinhos de Mesa;Iugoslavia;1971-01-01;640;375
Vinhos de Mesa;Iugoslavia;1972-01-01;1824;1137
Vinhos de Mesa;Iugoslavia;1973-01-01;1251;813
Vinhos de Mesa;Iugoslavia;1974-01-01;2520;1804
Vinhos de Mesa;Iugoslavia;1975-01-01;7969;5128
Vinhos de Mesa;Iugoslavia;1976-01-01;2100;1870
Vinhos de Mesa;Iugoslavia;1977-01-01;1764;1570
Vinhos de Mesa;Iugoslavia;1978-01-01;1764;1630
Vinhos de Mesa;Iugoslavia;1979-01-01;2100;2050
Vinhos de Mesa;Iugoslavia;1980-01-01;0;0
Vinhos de Mesa;Iugoslavia;1981-01-01;0;0
Vinhos de Mesa;Iugoslavia;1982-01-01;1350;1650
Vinhos de Mesa;Iugoslavia;1983-01-01;0;0
Vinhos de Mesa;Iugoslavia;1984-01-01;0;0
Vinhos de Mesa;Iugoslavia;1985-01-01;14238;11619
Vinhos de Mesa;Iugoslavia;1986-01-01;0;0
Vinhos de Mesa;Iugoslavia;1987-01-01;17835;14390
Vinhos de Mesa;Iugoslavia;1988-01-01;20160;17700
Vinhos de Mesa;Iugoslavia;1989-01-01;17100;19150
Vinhos de Mesa;Iugoslavia;1990-01-01;38640;44100
Vinhos de Mesa;Iugoslavia;1991-01-01;25650;31825
Vinhos de Mesa;Iugoslavia;1992-01-01;25596;31968
Vinhos de Mesa;Iugoslavia;1993-01-01;8550;10500
Vinhos de Mesa;Iugoslavia;1994-01-01;25920;36000
Vinhos de Mesa;Iugoslavia;1995-01-01;51840;81408
Vinhos de Mesa;Iugoslavia;1996-01-01;0;0
Vinhos de Mesa;Iugoslavia;1997-01-01;0;0
Vinhos de Mesa;Iugoslavia;1998-01-01;0;0
Vinhos de Mesa;Iugoslavia;1999-01-01;0;0
Vinhos de Mesa;Iugoslavia;2000-01-01;0;0
Vinhos de Mesa;Iugoslavia;2001-01-01;0;0
Vinhos de Mesa;Iugoslavia;2002-01-01;0;0
Vinhos de Mesa;Iugoslavia;2003-01-01;0;0
Vinhos de Mesa;Iugoslavia;2004-01-01;0;0
Vinhos de Mesa;Iugoslavia;2005-01-01;0;0
Vinhos de Mesa;Iugoslavia;2006-01-01;0;0
Vinhos de Mesa;Iugoslavia;2007-01-01;0;0
Vinhos de Mesa;Iugoslavia;2008-01-01;0;0
Vinhos de Mesa;Iugoslavia;2009-01-01;0;0
Vinhos de Mesa;Iugoslavia;2010-01-01;0;0
Vinhos de Mesa;Iugoslavia;2011-01-01;0;0
Vinhos de Mesa;Iugoslavia;2012-01-01;0;0
Vinhos de Mesa;Iugoslavia;2013-01-01;0;0
Vinhos de Mesa;Iugoslavia;2014-01-01;0;0
Vinhos de Mesa;Iugoslavia;2015-01-01;0;0
Vinhos de Mesa;Iugoslavia;2016-01-01;0;0
Vinhos de Mesa;Iugoslavia;2017-01-01;0;0
Vinhos de Mesa;Iugoslavia;2018-01-01;0;0
Vinhos de Mesa;Iugoslavia;2019-01-01;0;0
Vinhos de Mesa;Libano;1971-01-01;0;0
Vinhos de Mesa;Libano;1972-01-01;0;0
Vinhos de Mesa;Libano;1973-01-01;0;0
Vinhos de Mesa;Libano;1974-01-01;0;0
Vinhos de Mesa;Libano;1975-01-01;0;0
Vinhos de Mesa;Libano;1976-01-01;0;0
Vinhos de Mesa;Libano;1977-01-01;0;0
Vinhos de Mesa;Libano;1978-01-01;0;0
Vinhos de Mesa;Libano;1979-01-01;0;0
Vinhos de Mesa;Libano;1980-01-01;0;0
Vinhos de Mesa;Libano;1981-01-01;0;0
Vinhos de Mesa;Libano;1982-01-01;0;0
Vinhos de Mesa;Libano;1983-01-01;0;0
Vinhos de Mesa;Libano;1984-01-01;0;0
Vinhos de Mesa;Libano;1985-01-01;0;0
Vinhos de Mesa;Libano;1986-01-01;0;0
Vinhos de Mesa;Libano;1987-01-01;0;0
Vinhos de Mesa;Libano;1988-01-01;0;0
Vinhos de Mesa;Libano;1989-01-01;0;0
Vinhos de Mesa;Libano;1990-01-01;0;0
Vinhos de Mesa;Libano;1991-01-01;0;0
Vinhos de Mesa;Libano;1992-01-01;0;0
Vinhos de Mesa;Libano;1993-01-01;0;0
Vinhos de Mesa;Libano;1994-01-01;0;0
Vinhos de Mesa;Libano;1995-01-01;0;0
Vinhos de Mesa;Libano;1996-01-01;0;0
Vinhos de Mesa;Libano;1997-01-01;0;0
Vinhos de Mesa;Libano;1998-01-01;0;0
Vinhos de Mesa;Libano;1999-01-01;0;0
Vinhos de Mesa;Libano;2000-01-01;0;0
Vinhos de Mesa;Libano;2001-01-01;0;0
Vinhos de Mesa;Libano;2002-01-01;0;0
Vinhos de Mesa;Libano;2003-01-01;1116;8013
Vinhos de Mesa;Libano;2004-01-01;662;2726
Vinhos de Mesa;Libano;2005-01-01;1431;12774
Vinhos de Mesa;Libano;2006-01-01;5121;10605
Vinhos de Mesa;Libano;2007-01-01;6768;25265
Vinhos de Mesa;Libano;2008-01-01;10270;47054
Vinhos de Mesa;Libano;2009-01-01;5310;34971
Vinhos de Mesa;Libano;2010-01-01;15741;123283
Vinhos de Mesa;Libano;2011-01-01;17685;137954
Vinhos de Mesa;Libano;2012-01-01;5805;47826
Vinhos de Mesa;Libano;2013-01-01;6588;75810
Vinhos de Mesa;Libano;2014-01-01;47610;270145
Vinhos de Mesa;Libano;2015-01-01;6480;56196
Vinhos de Mesa;Libano;2016-01-01;10665;71374
Vinhos de Mesa;Libano;2017-01-01;12737;93480
Vinhos de Mesa;Libano;2018-01-01;19742;150044
Vinhos de Mesa;Libano;2019-01-01;21836;167358
Vinhos de Mesa;Luxemburgo;1971-01-01;0;0
Vinhos de Mesa;Luxemburgo;1972-01-01;0;0
Vinhos de Mesa;Luxemburgo;1973-01-01;0;0
Vinhos de Mesa;Luxemburgo;1974-01-01;0;0
Vinhos de Mesa;Luxemburgo;1975-01-01;0;0
Vinhos de Mesa;Luxemburgo;1976-01-01;0;0
Vinhos de Mesa;Luxemburgo;1977-01-01;0;0
Vinhos de Mesa;Luxemburgo;1978-01-01;0;0
Vinhos de Mesa;Luxemburgo;1979-01-01;0;0
Vinhos de Mesa;Luxemburgo;1980-01-01;0;0
Vinhos de Mesa;Luxemburgo;1981-01-01;0;0
Vinhos de Mesa;Luxemburgo;1982-01-01;0;0
Vinhos de Mesa;Luxemburgo;1983-01-01;0;0
Vinhos de Mesa;Luxemburgo;1984-01-01;0;0
Vinhos de Mesa;Luxemburgo;1985-01-01;0;0
Vinhos de Mesa;Luxemburgo;1986-01-01;0;0
